# List distributed by iblocklist.com

045.012.116.000 - 045.012.119.255 , 000 , Germany
045.012.168.000 - 045.012.171.255 , 000 , Germany
045.012.192.000 - 045.012.195.255 , 000 , Germany
045.012.196.000 - 045.012.199.255 , 000 , Germany
045.012.200.000 - 045.012.203.255 , 000 , Germany
045.012.252.000 - 045.012.255.255 , 000 , Germany
045.013.012.000 - 045.013.015.255 , 000 , Germany
045.013.020.000 - 045.013.023.255 , 000 , Germany
045.013.056.000 - 045.013.059.255 , 000 , Germany
045.013.072.000 - 045.013.075.255 , 000 , Germany
045.013.092.000 - 045.013.095.255 , 000 , Germany
045.013.224.000 - 045.013.227.255 , 000 , Germany
045.013.232.000 - 045.013.235.255 , 000 , Germany
045.013.236.000 - 045.013.239.255 , 000 , Germany
045.014.088.000 - 045.014.091.255 , 000 , Germany
045.014.096.000 - 045.014.099.255 , 000 , Germany
045.014.124.000 - 045.014.127.255 , 000 , Germany
045.014.164.000 - 045.014.167.255 , 000 , Germany
045.014.172.000 - 045.014.175.255 , 000 , Germany
045.014.192.000 - 045.014.195.255 , 000 , Germany
045.014.212.000 - 045.014.215.255 , 000 , Germany
045.014.232.000 - 045.014.235.255 , 000 , Germany
045.015.008.000 - 045.015.011.255 , 000 , Germany
045.015.012.000 - 045.015.015.255 , 000 , Germany
045.015.024.000 - 045.015.027.255 , 000 , Germany
045.015.076.000 - 045.015.079.255 , 000 , Germany
045.015.084.000 - 045.015.087.255 , 000 , Germany
045.015.088.000 - 045.015.091.255 , 000 , Germany
045.015.096.000 - 045.015.099.255 , 000 , Germany
045.015.100.000 - 045.015.103.255 , 000 , Germany
045.015.120.000 - 045.015.123.255 , 000 , Germany
045.015.164.000 - 045.015.167.255 , 000 , Germany
045.015.192.000 - 045.015.195.255 , 000 , Germany
045.015.216.000 - 045.015.219.255 , 000 , Germany
045.015.240.000 - 045.015.243.255 , 000 , Germany
045.066.028.000 - 045.066.031.255 , 000 , Germany
